account_id,industry,plan_tier,start_date,end_date,mrr_amount,feedback_text,churn_flag,tenure_months,ticket_count,avg_usage,signup_month
A-0a282f,DevTools,Enterprise,2024-10-11,,398,too expensive,0,19.1,3,9.2,2024-10
A-1f0ac7,HealthTech,Basic,2024-11-14,,608,missing features,0,18.0,2,5.3,2024-11
A-1f0ac7,HealthTech,Basic,2024-05-03,,893,missing features,0,24.4,2,10.3,2024-05
A-1f0ac7,HealthTech,Basic,2024-04-29,,646,missing features,0,24.5,2,10.0,2024-04
A-1f0ac7,HealthTech,Pro,2024-07-11,,0,missing features,0,22.1,2,8.7,2024-07
A-1f0ac7,HealthTech,Pro,2023-12-04,,1176,missing features,0,29.4,2,11.0,2023-12
A-1f0ac7,HealthTech,Enterprise,2024-02-15,,4776,missing features,0,27.0,2,8.8,2024-02
A-1f0ac7,HealthTech,Pro,2024-12-20,,1176,missing features,0,16.8,2,9.9,2024-12
A-ce550d,HealthTech,Pro,2024-11-16,,2499,too expensive,0,17.9,7,10.3,2024-11
A-ce550d,HealthTech,Pro,2024-12-04,,1715,too expensive,0,17.3,7,9.7,2024-12
A-ce550d,HealthTech,Pro,2024-12-21,2024-12-30,1715,too expensive,1,0.3,7,8.8,2024-12
A-ce550d,HealthTech,Enterprise,2024-11-13,,0,too expensive,0,18.0,7,11.2,2024-11
A-ce550d,HealthTech,Enterprise,2024-12-31,2024-12-31,21691,too expensive,1,0.0,7,13.0,2024-12
A-ce550d,HealthTech,Pro,2024-11-24,,1715,too expensive,0,17.7,7,8.3,2024-11
A-ce550d,HealthTech,Enterprise,2024-11-01,,10746,too expensive,0,18.4,7,9.7,2024-11
A-ce550d,HealthTech,Pro,2024-12-16,,1715,too expensive,0,17.0,7,9.8,2024-12
A-ce550d,HealthTech,Enterprise,2024-10-28,,6965,too expensive,0,18.6,7,6.0,2024-10
A-1b9609,EdTech,Basic,2023-12-02,,342,,0,29.4,4,10.0,2023-12
A-1b9609,EdTech,Basic,2023-12-02,,342,switched to competitor,0,29.4,4,10.0,2023-12
A-1b9609,EdTech,Basic,2023-12-02,,342,too expensive,0,29.4,4,10.0,2023-12
A-1b9609,EdTech,Basic,2024-02-17,,931,,0,26.9,4,11.2,2024-02
A-1b9609,EdTech,Basic,2024-02-17,,931,switched to competitor,0,26.9,4,11.2,2024-02
A-1b9609,EdTech,Basic,2024-02-17,,931,too expensive,0,26.9,4,11.2,2024-02
A-1b9609,EdTech,Basic,2024-01-14,,304,,0,28.0,4,8.3,2024-01
A-1b9609,EdTech,Basic,2024-01-14,,304,switched to competitor,0,28.0,4,8.3,2024-01
A-1b9609,EdTech,Basic,2024-01-14,,304,too expensive,0,28.0,4,8.3,2024-01
A-1b9609,EdTech,Pro,2024-08-04,2024-08-12,196,,1,0.3,4,13.0,2024-08
A-1b9609,EdTech,Pro,2024-08-04,2024-08-12,196,switched to competitor,1,0.3,4,13.0,2024-08
A-1b9609,EdTech,Pro,2024-08-04,2024-08-12,196,too expensive,1,0.3,4,13.0,2024-08
A-1b9609,EdTech,Enterprise,2024-08-28,,5970,,0,20.6,4,8.6,2024-08
A-1b9609,EdTech,Enterprise,2024-08-28,,5970,switched to competitor,0,20.6,4,8.6,2024-08
A-1b9609,EdTech,Enterprise,2024-08-28,,5970,too expensive,0,20.6,4,8.6,2024-08
A-1b9609,EdTech,Enterprise,2024-06-16,,6965,,0,23.0,4,7.7,2024-06
A-1b9609,EdTech,Enterprise,2024-06-16,,6965,switched to competitor,0,23.0,4,7.7,2024-06
A-1b9609,EdTech,Enterprise,2024-06-16,,6965,too expensive,0,23.0,4,7.7,2024-06
A-1b9609,EdTech,Enterprise,2024-01-11,,995,,0,28.1,4,3.5,2024-01
A-1b9609,EdTech,Enterprise,2024-01-11,,995,switched to competitor,0,28.1,4,3.5,2024-01
A-1b9609,EdTech,Enterprise,2024-01-11,,995,too expensive,0,28.1,4,3.5,2024-01
A-1b9609,EdTech,Pro,2023-12-01,,588,,0,29.5,4,10.2,2023-12
A-1b9609,EdTech,Pro,2023-12-01,,588,switched to competitor,0,29.5,4,10.2,2023-12
A-1b9609,EdTech,Pro,2023-12-01,,588,too expensive,0,29.5,4,10.2,2023-12
A-1b9609,EdTech,Enterprise,2024-10-03,,0,,0,19.4,4,9.0,2024-10
A-1b9609,EdTech,Enterprise,2024-10-03,,0,switched to competitor,0,19.4,4,9.0,2024-10
A-1b9609,EdTech,Enterprise,2024-10-03,,0,too expensive,0,19.4,4,9.0,2024-10
A-1b9609,EdTech,Pro,2024-05-01,,196,,0,24.5,4,15.3,2024-05
A-1b9609,EdTech,Pro,2024-05-01,,196,switched to competitor,0,24.5,4,15.3,2024-05
A-1b9609,EdTech,Pro,2024-05-01,,196,too expensive,0,24.5,4,15.3,2024-05
A-1b9609,EdTech,Basic,2024-09-03,,323,,0,20.4,4,11.1,2024-09
A-1b9609,EdTech,Basic,2024-09-03,,323,switched to competitor,0,20.4,4,11.1,2024-09
A-1b9609,EdTech,Basic,2024-09-03,,323,too expensive,0,20.4,4,11.1,2024-09
A-a0ca4e,Cybersecurity,Pro,2024-09-25,,2401,,0,19.6,6,0.0,2024-09
A-a0ca4e,Cybersecurity,Enterprise,2024-11-19,,0,,0,17.8,6,8.0,2024-11
A-a0ca4e,Cybersecurity,Basic,2024-05-06,,209,,0,24.3,6,10.0,2024-05
A-a0ca4e,Cybersecurity,Pro,2024-10-28,,539,,0,18.6,6,11.0,2024-10
A-a0ca4e,Cybersecurity,Enterprise,2024-08-12,,5174,,0,21.1,6,9.8,2024-08
A-a0ca4e,Cybersecurity,Pro,2024-08-02,,539,,0,21.4,6,10.4,2024-08
A-a0ca4e,Cybersecurity,Enterprise,2024-12-01,,5174,,0,17.4,6,8.8,2024-12
A-a0ca4e,Cybersecurity,Enterprise,2024-03-16,,2388,,0,26.0,6,7.5,2024-03
A-a0ca4e,Cybersecurity,Basic,2024-05-15,,209,,0,24.0,6,11.0,2024-05
A-e5d6ab,EdTech,Enterprise,2023-10-08,,4179,,0,31.2,3,8.2,2023-10
A-e5d6ab,EdTech,Enterprise,2023-10-08,,4179,switched to competitor,0,31.2,3,8.2,2023-10
A-e5d6ab,EdTech,Basic,2023-08-08,,57,,0,33.2,3,9.4,2023-08
A-e5d6ab,EdTech,Basic,2023-08-08,,57,switched to competitor,0,33.2,3,9.4,2023-08
A-e5d6ab,EdTech,Basic,2023-10-02,2024-05-03,665,,1,7.0,3,5.0,2023-10
A-e5d6ab,EdTech,Basic,2023-10-02,2024-05-03,665,switched to competitor,1,7.0,3,5.0,2023-10
A-e5d6ab,EdTech,Basic,2024-07-22,,741,,0,21.8,3,9.0,2024-07
A-e5d6ab,EdTech,Basic,2024-07-22,,741,switched to competitor,0,21.8,3,9.0,2024-07
A-e5d6ab,EdTech,Enterprise,2024-07-02,,2587,,0,22.4,3,11.0,2024-07
A-e5d6ab,EdTech,Enterprise,2024-07-02,,2587,switched to competitor,0,22.4,3,11.0,2024-07
A-e5d6ab,EdTech,Pro,2024-11-10,,1568,,0,18.1,3,9.5,2024-11
A-e5d6ab,EdTech,Pro,2024-11-10,,1568,switched to competitor,0,18.1,3,9.5,2024-11
A-e5d6ab,EdTech,Basic,2024-06-27,,171,,0,22.6,3,9.6,2024-06
A-e5d6ab,EdTech,Basic,2024-06-27,,171,switched to competitor,0,22.6,3,9.6,2024-06
A-e5d6ab,EdTech,Enterprise,2024-03-23,,2985,,0,25.8,3,10.7,2024-03
A-e5d6ab,EdTech,Enterprise,2024-03-23,,2985,switched to competitor,0,25.8,3,10.7,2024-03
A-e5d6ab,EdTech,Basic,2023-05-11,,95,,0,36.2,3,9.0,2023-05
A-e5d6ab,EdTech,Basic,2023-05-11,,95,switched to competitor,0,36.2,3,9.0,2023-05
A-e5d6ab,EdTech,Pro,2023-09-16,,0,,0,32.0,3,9.5,2023-09
A-e5d6ab,EdTech,Pro,2023-09-16,,0,switched to competitor,0,32.0,3,9.5,2023-09
A-7dacce,Cybersecurity,Enterprise,2024-09-18,,2587,,0,19.9,4,9.0,2024-09
A-7dacce,Cybersecurity,Enterprise,2024-09-18,,2587,missing features,0,19.9,4,9.0,2024-09
A-7dacce,Cybersecurity,Enterprise,2024-09-18,,2587,switched to competitor,0,19.9,4,9.0,2024-09
A-7dacce,Cybersecurity,Pro,2024-12-04,,0,,0,17.3,4,7.8,2024-12
A-7dacce,Cybersecurity,Pro,2024-12-04,,0,missing features,0,17.3,4,7.8,2024-12
A-7dacce,Cybersecurity,Pro,2024-12-04,,0,switched to competitor,0,17.3,4,7.8,2024-12
A-7dacce,Cybersecurity,Enterprise,2024-11-13,,2985,,0,18.0,4,10.7,2024-11
A-7dacce,Cybersecurity,Enterprise,2024-11-13,,2985,missing features,0,18.0,4,10.7,2024-11
A-7dacce,Cybersecurity,Enterprise,2024-11-13,,2985,switched to competitor,0,18.0,4,10.7,2024-11
A-7dacce,Cybersecurity,Basic,2024-11-02,,0,,0,18.4,4,10.0,2024-11
A-7dacce,Cybersecurity,Basic,2024-11-02,,0,missing features,0,18.4,4,10.0,2024-11
A-7dacce,Cybersecurity,Basic,2024-11-02,,0,switched to competitor,0,18.4,4,10.0,2024-11
A-7dacce,Cybersecurity,Pro,2024-09-10,,0,,0,20.1,4,11.0,2024-09
A-7dacce,Cybersecurity,Pro,2024-09-10,,0,missing features,0,20.1,4,11.0,2024-09
A-7dacce,Cybersecurity,Pro,2024-09-10,,0,switched to competitor,0,20.1,4,11.0,2024-09
A-7dacce,Cybersecurity,Pro,2024-11-21,,588,,0,17.8,4,9.5,2024-11
A-7dacce,Cybersecurity,Pro,2024-11-21,,588,missing features,0,17.8,4,9.5,2024-11
A-7dacce,Cybersecurity,Pro,2024-11-21,,588,switched to competitor,0,17.8,4,9.5,2024-11
A-7dacce,Cybersecurity,Pro,2024-11-27,,588,,0,17.6,4,10.9,2024-11
A-7dacce,Cybersecurity,Pro,2024-11-27,,588,missing features,0,17.6,4,10.9,2024-11
A-7dacce,Cybersecurity,Pro,2024-11-27,,588,switched to competitor,0,17.6,4,10.9,2024-11
A-7dacce,Cybersecurity,Enterprise,2024-09-10,,2388,,0,20.1,4,9.3,2024-09
A-7dacce,Cybersecurity,Enterprise,2024-09-10,,2388,missing features,0,20.1,4,9.3,2024-09
A-7dacce,Cybersecurity,Enterprise,2024-09-10,,2388,switched to competitor,0,20.1,4,9.3,2024-09
A-7dacce,Cybersecurity,Enterprise,2024-11-28,,13333,,0,17.5,4,11.4,2024-11
A-7dacce,Cybersecurity,Enterprise,2024-11-28,,13333,missing features,0,17.5,4,11.4,2024-11
A-7dacce,Cybersecurity,Enterprise,2024-11-28,,13333,switched to competitor,0,17.5,4,11.4,2024-11
A-7dacce,Cybersecurity,Pro,2024-11-27,,588,,0,17.6,4,8.3,2024-11
A-7dacce,Cybersecurity,Pro,2024-11-27,,588,missing features,0,17.6,4,8.3,2024-11
A-7dacce,Cybersecurity,Pro,2024-11-27,,588,switched to competitor,0,17.6,4,8.3,2024-11
A-10b8da,DevTools,Enterprise,2024-07-05,,2786,,0,22.3,3,7.0,2024-07
A-10b8da,DevTools,Pro,2024-09-14,,1666,,0,20.0,3,10.2,2024-09
A-10b8da,DevTools,Enterprise,2024-04-27,,0,,0,24.6,3,9.6,2024-04
A-10b8da,DevTools,Enterprise,2023-05-12,2024-01-21,3383,,1,8.3,3,9.3,2023-05
A-10b8da,DevTools,Basic,2023-06-09,,266,,0,35.2,3,10.7,2023-06
A-10b8da,DevTools,Pro,2024-05-09,,686,,0,24.2,3,6.5,2024-05
A-592832,Cybersecurity,Pro,2024-12-31,,882,switched to competitor,0,16.5,3,10.0,2024-12
A-592832,Cybersecurity,Enterprise,2024-09-26,,8358,switched to competitor,0,19.6,3,9.8,2024-09
A-592832,Cybersecurity,Basic,2024-09-30,,665,switched to competitor,0,19.5,3,9.1,2024-09
A-592832,Cybersecurity,Pro,2024-12-01,,0,switched to competitor,0,17.4,3,11.1,2024-12
A-592832,Cybersecurity,Basic,2024-10-21,,665,switched to competitor,0,18.8,3,13.3,2024-10
A-592832,Cybersecurity,Enterprise,2024-09-27,2024-12-18,3582,switched to competitor,1,2.7,3,7.8,2024-09
A-592832,Cybersecurity,Pro,2024-11-28,2024-12-10,0,switched to competitor,1,0.4,3,10.2,2024-11
A-592832,Cybersecurity,Basic,2024-09-26,,0,switched to competitor,0,19.6,3,9.8,2024-09
A-592832,Cybersecurity,Pro,2024-11-07,,1764,switched to competitor,0,18.2,3,10.2,2024-11
A-592832,Cybersecurity,Basic,2024-10-09,,1140,switched to competitor,0,19.2,3,10.7,2024-10
A-592832,Cybersecurity,Basic,2024-11-03,,342,switched to competitor,0,18.4,3,0.0,2024-11
A-592832,Cybersecurity,Basic,2024-12-22,,342,switched to competitor,0,16.8,3,10.8,2024-12
A-592832,Cybersecurity,Pro,2024-10-15,,882,switched to competitor,0,19.0,3,11.3,2024-10
A-592832,Cybersecurity,Enterprise,2024-10-03,,5174,switched to competitor,0,19.4,3,12.7,2024-10
A-592832,Cybersecurity,Pro,2024-12-17,,882,switched to competitor,0,16.9,3,10.3,2024-12
A-592832,Cybersecurity,Basic,2024-12-11,,342,switched to competitor,0,17.1,3,10.4,2024-12
A-592832,Cybersecurity,Pro,2024-12-22,,1813,switched to competitor,0,16.8,3,11.6,2024-12
A-592832,Cybersecurity,Enterprise,2024-12-24,,3582,switched to competitor,0,16.7,3,10.0,2024-12
A-592832,Cybersecurity,Pro,2024-12-02,2024-12-03,2156,switched to competitor,1,0.0,3,10.3,2024-12
A-d40bf7,FinTech,Enterprise,2024-11-17,,11741,,0,17.9,2,8.6,2024-11
A-d40bf7,FinTech,Pro,2024-12-09,,2891,,0,17.2,2,8.7,2024-12
A-d40bf7,FinTech,Enterprise,2024-12-27,,11741,,0,16.6,2,12.8,2024-12
A-d40bf7,FinTech,Basic,2024-11-23,,1121,,0,17.7,2,9.0,2024-11
A-d40bf7,FinTech,Enterprise,2024-11-09,,11741,,0,18.2,2,9.8,2024-11
A-d40bf7,FinTech,Pro,2024-12-13,,0,,0,17.1,2,11.3,2024-12
A-d40bf7,FinTech,Basic,2024-12-29,,1121,,0,16.5,2,11.7,2024-12
A-d40bf7,FinTech,Basic,2024-12-27,,0,,0,16.6,2,10.8,2024-12
A-d40bf7,FinTech,Enterprise,2024-12-15,,0,,0,17.0,2,8.2,2024-12
A-d40bf7,FinTech,Pro,2024-12-14,,2891,,0,17.0,2,11.8,2024-12
A-6c093d,DevTools,Basic,2023-04-30,,285,,0,36.5,3,9.3,2023-04
A-6c093d,DevTools,Basic,2024-05-08,,285,,0,24.2,3,12.0,2024-05
A-6c093d,DevTools,Basic,2024-01-17,,133,,0,27.9,3,9.0,2024-01
A-6c093d,DevTools,Basic,2024-07-08,,513,,0,22.2,3,10.3,2024-07
A-6c093d,DevTools,Enterprise,2024-12-12,,0,,0,17.1,3,11.7,2024-12
A-6c093d,DevTools,Enterprise,2024-03-13,,1393,,0,26.1,3,10.8,2024-03
A-6c093d,DevTools,Pro,2024-09-12,2024-11-01,343,,1,1.6,3,10.7,2024-09
A-6c093d,DevTools,Pro,2024-03-08,2024-09-19,343,,1,6.4,3,9.0,2024-03
A-6c093d,DevTools,Basic,2023-09-26,2024-07-14,0,,1,9.6,3,10.6,2023-09
A-6c093d,DevTools,Basic,2024-10-10,,171,,0,19.2,3,9.0,2024-10
A-6c093d,DevTools,Enterprise,2024-07-27,,12139,,0,21.6,3,15.0,2024-07
A-6c093d,DevTools,Pro,2023-08-25,,637,,0,32.7,3,11.0,2023-08
A-462d45,Cybersecurity,Pro,2024-02-29,,0,missing features,0,26.5,4,7.7,2024-02
A-462d45,Cybersecurity,Pro,2024-11-25,2024-12-12,2989,missing features,1,0.6,4,8.0,2024-11
A-462d45,Cybersecurity,Basic,2024-04-19,,1159,missing features,0,24.9,4,7.4,2024-04
A-462d45,Cybersecurity,Enterprise,2024-08-05,,2786,missing features,0,21.3,4,8.7,2024-08
A-462d45,Cybersecurity,Pro,2024-02-13,,637,missing features,0,27.0,4,8.7,2024-02
A-462d45,Cybersecurity,Pro,2024-05-03,,539,missing features,0,24.4,4,9.0,2024-05
A-462d45,Cybersecurity,Pro,2024-12-10,,1470,missing features,0,17.2,4,8.8,2024-12
A-462d45,Cybersecurity,Basic,2024-01-16,2024-05-29,1691,missing features,1,4.4,4,12.3,2024-01
A-462d45,Cybersecurity,Basic,2024-09-24,,0,missing features,0,19.7,4,10.3,2024-09
A-462d45,Cybersecurity,Pro,2024-05-07,,931,missing features,0,24.3,4,9.8,2024-05
A-462d45,Cybersecurity,Pro,2024-03-25,,882,missing features,0,25.7,4,10.6,2024-03
A-462d45,Cybersecurity,Enterprise,2024-02-21,,10348,missing features,0,26.8,4,11.0,2024-02
A-956988,EdTech,Pro,2024-12-15,,98,missing features,0,17.0,2,8.0,2024-12
A-956988,EdTech,Pro,2024-12-15,,98,too expensive,0,17.0,2,8.0,2024-12
A-956988,EdTech,Pro,2024-12-18,,2058,missing features,0,16.9,2,8.8,2024-12
A-956988,EdTech,Pro,2024-12-18,,2058,too expensive,0,16.9,2,8.8,2024-12
A-956988,EdTech,Pro,2024-12-01,,0,missing features,0,17.4,2,8.8,2024-12
A-956988,EdTech,Pro,2024-12-01,,0,too expensive,0,17.4,2,8.8,2024-12
A-956988,EdTech,Enterprise,2024-12-02,,1791,missing features,0,17.4,2,9.8,2024-12
A-956988,EdTech,Enterprise,2024-12-02,,1791,too expensive,0,17.4,2,9.8,2024-12
A-956988,EdTech,Pro,2024-12-18,,1127,missing features,0,16.9,2,8.7,2024-12
A-956988,EdTech,Pro,2024-12-18,,1127,too expensive,0,16.9,2,8.7,2024-12
A-956988,EdTech,Enterprise,2024-12-13,2024-12-22,0,missing features,1,0.3,2,13.2,2024-12
A-956988,EdTech,Enterprise,2024-12-13,2024-12-22,0,too expensive,1,0.3,2,13.2,2024-12
A-956988,EdTech,Enterprise,2024-12-05,,10945,missing features,0,17.3,2,9.7,2024-12
A-956988,EdTech,Enterprise,2024-12-05,,10945,too expensive,0,17.3,2,9.7,2024-12
A-956988,EdTech,Pro,2024-12-15,,2009,missing features,0,17.0,2,9.8,2024-12
A-956988,EdTech,Pro,2024-12-15,,2009,too expensive,0,17.0,2,9.8,2024-12
A-956988,EdTech,Basic,2024-12-14,,19,missing features,0,17.0,2,10.0,2024-12
A-956988,EdTech,Basic,2024-12-14,,19,too expensive,0,17.0,2,10.0,2024-12
A-956988,EdTech,Pro,2024-12-07,,1274,missing features,0,17.2,2,8.0,2024-12
A-956988,EdTech,Pro,2024-12-07,,1274,too expensive,0,17.2,2,8.0,2024-12
A-956988,EdTech,Enterprise,2024-12-26,,2388,missing features,0,16.6,2,9.9,2024-12
A-956988,EdTech,Enterprise,2024-12-26,,2388,too expensive,0,16.6,2,9.9,2024-12
A-956988,EdTech,Enterprise,2024-12-30,,6368,missing features,0,16.5,2,9.0,2024-12
A-956988,EdTech,Enterprise,2024-12-30,,6368,too expensive,0,16.5,2,9.0,2024-12
A-956988,EdTech,Basic,2024-12-05,,1330,missing features,0,17.3,2,6.7,2024-12
A-956988,EdTech,Basic,2024-12-05,,1330,too expensive,0,17.3,2,6.7,2024-12
A-ac14bb,FinTech,Basic,2024-07-03,,532,switched to competitor,0,22.4,2,12.0,2024-07
A-ac14bb,FinTech,Basic,2024-07-03,,532,too expensive,0,22.4,2,12.0,2024-07
A-ac14bb,FinTech,Enterprise,2023-10-28,,4179,switched to competitor,0,30.6,2,9.0,2023-10
A-ac14bb,FinTech,Enterprise,2023-10-28,,4179,too expensive,0,30.6,2,9.0,2023-10
A-ac14bb,FinTech,Enterprise,2024-03-15,2024-10-20,6965,switched to competitor,1,7.2,2,8.7,2024-03
A-ac14bb,FinTech,Enterprise,2024-03-15,2024-10-20,6965,too expensive,1,7.2,2,8.7,2024-03
A-ac14bb,FinTech,Basic,2024-03-26,,513,switched to competitor,0,25.7,2,11.0,2024-03
A-ac14bb,FinTech,Basic,2024-03-26,,513,too expensive,0,25.7,2,11.0,2024-03
A-ac14bb,FinTech,Pro,2024-02-29,,0,switched to competitor,0,26.5,2,9.8,2024-02
A-ac14bb,FinTech,Pro,2024-02-29,,0,too expensive,0,26.5,2,9.8,2024-02
A-ac14bb,FinTech,Pro,2023-09-27,,1029,switched to competitor,0,31.6,2,10.1,2023-09
A-ac14bb,FinTech,Pro,2023-09-27,,1029,too expensive,0,31.6,2,10.1,2023-09
A-ac14bb,FinTech,Enterprise,2024-01-16,,14129,switched to competitor,0,28.0,2,9.6,2024-01
A-ac14bb,FinTech,Enterprise,2024-01-16,,14129,too expensive,0,28.0,2,9.6,2024-01
A-ac14bb,FinTech,Basic,2024-02-22,2024-06-13,399,switched to competitor,1,3.7,2,8.3,2024-02
A-ac14bb,FinTech,Basic,2024-02-22,2024-06-13,399,too expensive,1,3.7,2,8.3,2024-02
A-463db0,HealthTech,Basic,2024-12-28,,285,,0,16.6,6,9.0,2024-12
A-463db0,HealthTech,Enterprise,2024-12-26,,8358,,0,16.6,6,9.5,2024-12
A-463db0,HealthTech,Pro,2024-12-31,,735,,0,16.5,6,8.0,2024-12
A-463db0,HealthTech,Basic,2024-12-12,,703,,0,17.1,6,11.1,2024-12
A-463db0,HealthTech,Pro,2024-12-20,,735,,0,16.8,6,10.2,2024-12
A-463db0,HealthTech,Pro,2024-12-09,,1715,,0,17.2,6,9.4,2024-12
A-463db0,HealthTech,Pro,2024-12-15,,735,,0,17.0,6,11.6,2024-12
A-ce66f8,EdTech,Basic,2023-08-24,,551,,0,32.7,6,11.3,2023-08
A-ce66f8,EdTech,Basic,2024-05-21,,551,,0,23.8,6,8.5,2024-05
A-ce66f8,EdTech,Pro,2024-07-27,,1421,,0,21.6,6,12.0,2024-07
A-ce66f8,EdTech,Enterprise,2024-07-02,,7363,,0,22.4,6,10.5,2024-07
A-ce66f8,EdTech,Pro,2024-07-19,,1421,,0,21.9,6,11.9,2024-07
A-ce66f8,EdTech,Basic,2024-05-16,,551,,0,24.0,6,10.4,2024-05
